title,description,value
Criação De Plataforma Marketplace,"O projeto consiste na criação de uma plataforma de vendas (e-commerce) que deverá funcionar tanto no formato de site quanto de APP. Esta plataforma será um marketplace, onde empresas do mesmo segmento (distribuidores, revendas e fabricantes de materiais siderúrgicos) possam revender seus produtos. ... Ver mais detalhes 
A plataforma, terá uma comissão sobre as vendas realizadas, e cada produto dentro da plataforma, poderá ser fornecido por diversos parceiros, que deverão cadastrar seus estoques, local para retira da mercadoria, raio de entrega, condições do material, tamanho, entre outras especificações: para que o cliente possa escolher qual distribuidor oferece melhores condições de compra. A plataforma deverá ter em seu sistema de busca e na pagina do produto, uma forma de classificar quais características tem prioridade no critério de compra do cliente. 
Na forma de pagamento, iremos contar com parceiros, como Mercadopago, pagseguro, entre outros. 
Como o tipo de produto que será distribuído na plataforma poderá conter alguns beneficiamentos, como pintura, processo de galvanização, corte, dobra ou simples entrega (retira no parceiro e entrega no cliente) a plataforma deverá conter uma área de cadastro de parceiros que fornece este tipo de serviço, onde o cliente, no momento da compra, poderá escolher os serviços que seus produtos serão submetidos e a forma que eles serão entregues. A plataforma também terá comissão sobre os serviços executados, exceto os serviços de entrega.Categoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Criar uma nova loja onlineIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc), Cloud Storage (Dropbox, Google Drive, etc)Funções necessárias: Designer, Desenvolvedor, OutroOutras funções necessárias: Desenvolver site e app de uma plataforma marketplace para venda de produtos, onde o consumidor poderá comparar os preços, condições de entrega e características especificas dos produtos, dos diversos parceiros que usam a plataforma para vender.
A plataforma deverá conter área exclusiva para parceiros cadastrar seus produtos e quantidades disponíveis e ferramenta de alerta para cada pedido realizado na plataforma, os parceiros por sua vez, deverão confirmar o aceite do pedido, separação e disponibilidade para entrega, retira do cliente ou retira da transportadora.  colapsar",R$ 2.700 - 5.000
Plataforma de pagamentos (Loja Virtual sem produtos só pagamentos),"Criar uma plataforma web onde o cliente faça login usando o CPF/CNPJ e Senha
Ao logar seja exibido as parcelas da compra que o mesmo realizou e ofereça a possibilidade de pagamento , as parcelas deve estar descritas com  o nome do produto, Documento, Parcela, Data do Vencimento, Valor
Todo dia... Ver mais detalhes  (00:00h) esta  plataforma deve enviar um arquivo de integração informando os recebimentos
Todo dia (00:30h) esta  plataforma deve receber um arquivo de integração informando as pendencias (Titulos a Receber)
No processo de integração deve conter a importação do Cliente e senha para acesso ao portal 
Alguns detalhes devem ser observados:
1-O cliente só visualiza mediante login
2-Deve existir uma senha master para acesso geral 
3-Os titulos devem estar dispostos em ordem de vencimento com indicadores (cores) de em dia=verde, vencendo=amarelo e vencidos = vermelho
4-O Recibo de pagamento deve ser enviado via email para o clietne/empresa
Mais detalhes contactarCategoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Criar uma nova loja onlineIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Analista de negócios, Fazer o design de uma landing page, Desenvolvedor, Gerente de projetos, OutroOutras funções necessárias: Tenho um produto vendido em muitas parcelas, preciso deixar uma plataforma no ar onde o cliente acesse e faça o pagamento da mensalidade usando cartão de crédito/debito. Esta plataforma precisa de uma integração (xml/csv/txt) com um ERP local.  colapsar",R$ 2.700 - 5.000
Erp para agência de marketing digital franquia,"Temos um erp completo com cms, área de gestão de atividades, financeiro, tudo integrado para a operação de agências de marketing digital no formato de franquias. E agora precisamos integrar parte de intermediadores de pagamento, APIs de correios, Cloud, dns, cms a demanda é grande, o candidato a se... Ver mais detalhes  envolver, seria bom estar disposto a atuar a médio/longo prazo em um único projeto.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc), Cloud Storage (Dropbox, Google Drive, etc), Outros (Outras APIs)Funções necessárias: Desenvolvedor, Analista de negócios, Designer colapsar",Mais de R$ 16.000
Programador experiente em Laravel com Mysql e Vue.js para projeto d...,"Olá, preciso de programadores para migrar uma plataforma já existente desenvolvida em PHP puro e Mysql. 
A plataforma está no ar hoje, mas preciso juntar a plataforma atual com uma nova estrutura criada em laravel para utilizar os controllers e models do laravel. 
O frontend do sistema continuará o... Ver mais detalhes  mesmo a principio.  
Para a primeira etapa do projeto é fazer criação de models e controlers para já implementacao via rest api. 
Ou seja, o sistema será migrado aos poucos parte a parte para nova estrutura do laravel.. Utilizando apenas a api para chamadas do front, e os controlers e model na codificacao interna.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Período integralFunções necessárias: Desenvolvedor colapsar",Menos de R$ 50 / hora
Implantação de recursos no Shopify,"1 – Por serem peças semi-novas, são exclusivas e temos apenas uma de cada em estoque. Devido a essa característica precisamos que quando uma cliente colocar um produto no carrinho, esse mesmo produto saia da página de produtos e fique temporariamente impossibilitado de ser visto. Ou então uma... Ver mais detalhes  mensagem de que aquele produto está em outro carrinho de outra pessoa, essa função de mensagem no produto existe no site ""X"".  
2- Outra funcionalidade que gostaríamos é de
clicar no produto, abrir apenas do quickview, uma popup com informações desse produto e não uma página NOVA do produto. 
Tirar a opção de clicar em um produto e abrir uma página nova deixar apenas o quickview!Categoria: TI e ProgramaçãoSubcategoria: Web DesignQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Necesidad específica: Remodelar um website colapsar",R$ 1.400 - 2.700
Criar um site utilizando o Magento 2,"O projeto é criar um site de e-commerce para loja de móveis e eletrodomésticos utilizando a plataforma do Magento 2. 
Encontrei alguns temas para o site, mas preciso de alguém para programar e deixar o site com o visual que preciso e velocidade no carregamento.Categoria: TI e Programação... Ver mais detalhes Subcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Criar uma nova loja onlineIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioFunções necessárias: Designer, Desenvolvedor, Gerente de projetos, Fazer o design de uma landing page colapsar",R$ 2.700 - 5.000
Melhorar velocidade do site e Seo,"O projeto é basicamente analisar a estrutura do site, que foi criado utilizando um tema pago da Tray, e melhorar a velocidade do site tanto para mobile quanto para Desktop. 
Outro ponto importante do projeto é melhorar o SEO do site para ele ser encontrado nas buscas do Google.Categoria: TI e... Ver mais detalhes  ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioFunções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
Desenvolver um App de catálogo eletrônico com possibilidade de mont...,"O Cliente terá a oportunidade de realizar consultas de preço bem como ter o catalogo de produtos atualizados com a base de dados (base de dados banco MySql), como trabalhamos com tabela de preço diferenciada para cliente industria e revendedor cada usuário terá acesso as informações de acordo com... Ver mais detalhes  seu login (isso já existe, pois temos um banco de dados da nossa loja virtual). 
Além do catalogo de produtos, ao visualizar os produtos no catalogo quero deixar intuitivo ao cliente a incluir o produto ao carrinho de compras para uma montagem de um orçamento, permitindo ele a exportar esse orçamento e mais intuitivo ainda e fácil ele escolher se vem retirar a mercadoria, se quer que enviemos a mercadoria por transportadora, correios e etc (para casos do cliente vir retirar a mercadoria teremos um desconto para ele, para casos que teremos que enviar para a transportadora teremos que calcular o frete de forma automática, já temos essa formula pronta), Algumas formas de pagamento já temos também pré determinadas, transferência Bancaria, Cartão de crédito, dinheiro e cartão de débito (caso venha retirar a mercadoria na loja), boleto bancário à vista e em alguns casos faturado.   
Basicamente é isso e quando entrarem em contato posso explanar mais alguns detalhes.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Criar um novo aplicativoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioPlataformas exigidas: AndroidEu preciso: Criar um appTipo de aplicativo: OutroPrecisa de back-end: NãoGateway de pagamento: Sim colapsar",R$ 5.000 - 16.000
Novo Site,"Desenvolvimento de Site reformular Nossa pagina da Web. 
Integração de meios de pagamento no próprio site,. 
Atendimento online.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projeto... Ver mais detalhes Tenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioExperiência nesse tipo de projeto: Não (Eu nunca gerenciei esse tipo de projeto)Integrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Desenvolvedor, Fazer o design de uma landing page colapsar",Mais de R$ 16.000
Web app customization.,"I need a python developer to help customize a web based application which used for data warehousing. The desired results would be a gui which would be sorting data for exporting in csv/excel depending on which filter is selected. Roughly how much would this cost?Categoria: TI e Programação... Ver mais detalhes Subcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor, Fazer o design de uma landing page colapsar",R$ 500 - 1.400
Dnshoes loja virtual de vendas de produtos,"Preciso de um desenvolvedor pra da continuidade no meu site, arruma o cabeçalho, melhora a performance do site, fazer ter um ranqueamento bom do meu site .Categoria: TI e ProgramaçãoSubcategoria: Lojas Virtuais (e-commerce)Qual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou... Ver mais detalhes  uma posição de trabalho?: Um projetoTenho, atualmente: Não se aplicaDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc)Funções necessárias: Desenvolvedor, Gerente de projetos, Analista de negócios colapsar",R$ 500 - 1.400
Lukaslyma.io,"Quero que vcs criem um site de mineração na nuvem de Bitcoin pagando em qualquer carteira wallet,imagem do universo e oferta de contrato começando com 50 reais faz 5 milhões de bitcoinsCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto... Ver mais detalhes  ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc), Cloud Storage (Dropbox, Google Drive, etc)Funções necessárias: Desenvolvedor colapsar",R$ 1.400 - 2.700
